Comment,Designator,Footprint,LCSC
Arduino_Nano_v3.x,A101,Arduino_Nano,
C_Polarized,C101,CP_Radial_D6.3mm_P2.50mm,
Conn_01x06_Pin,J101,PinHeader_1x06_P2.54mm_Vertical,
HEADER_3x2,U101,PinSocket_2x03_P1.27mm_Vertical,
