Comment,Designator,Footprint,LCSC
47R,R101,R_0805_handsolder-smalltext,C17714
1N4148WS,D101,D_SOD-323,C2128
Screw_Terminal_01x03,"J101,J102,J103","PhoenixContact_MC_1,5_3-G-3.5_1x03_P3.50mm_Horizontal",C880573
