2	rs485dir	OUTPUT
3	Inp1	INPUT_PULLUP
4	Inp2	INPUT_PULLUP
5	Inp3	INPUT_PULLUP
6	Inp4	INPUT_PULLUP
7	Inp5	INPUT_PULLUP
8	Inp6	INPUT_PULLUP
9	Inp7	INPUT_PULLUP
10	Inp8	INPUT_PULLUP
11	Inp9	INPUT_PULLUP
12	Inp10	INPUT_PULLUP
A0	Inp11	INPUT_PULLUP
A1	Inp12	INPUT_PULLUP
A2	Inp13	INPUT_PULLUP
A3	Inp14	INPUT_PULLUP
A4	Inp15	INPUT_PULLUP
A5	Inp16	OUTPUT
13	storeSwitch	INPUT_PULLUP
