Comment,Designator,Footprint,LCSC
330nF,C9,C_0603_1608Metric,C1615
1N4148WS,"D401,D402,D403,D404",D_SOD-323,C2128
10k,"R201,R3,R501,R502,R601,R602",R_0402_1005Metric_Pad0.72x0.64mm_HandSolder,C25744
26k,R2,R_0402_1005Metric,C25771
100nF,"C11,C201",C_0402_1005Metric,C307331
default_switch,SW201,default_switch,C318884
ATtiny85-20S,U201,SOIC-8W_5.3x5.3mm_P1.27mm,C615549
L78L05_SOT89,U401,SOT-89-3,C71136
BC847BS,"Q501,Q601",SOT-363_SC-70-6,C8653
