Comment,Designator,Footprint,LCSC
220uF,C3,C_Elec_8x10.2,C136294
100nF,C1,C_0603_1608Metric,C14663
100R,R1,R_0805_handsolder-smalltext,C17408
1N4148WS,"D1,D2,D3,D4,D5",D_SOD-323,C2128
100R,R2,R_0603_smalltext,C22775
10R,"R3,R4,R5,R6,R7,R8",R_0603_smalltext,C22859
500R,RV1,Potentiometer_Bourns_TC33X_Vertical,C720649
LED,"D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D20,D21,D22,D23,D6,D7,D8,D9",LED_0805_2012Metric,C965820
