Comment,Designator,Footprint,LCSC
R_Potentiometer,RV101,Potentiometer_Bourns_TC33X_Vertical,C128548
1N4148WS,"D101,D102,D103,D104",D_SOD-323,C2128
68R,R101,R_0603_smalltext,C27592
LM317_SOT-223,U101,SOT-223-3_TabPin2,C347367
10uF,C101,C_1206_3216Metric,C89632
